transaction_id,property_id,transaction_date,transaction_price,transaction_type,agent_id,title,property_type,bedrooms,bathrooms,size_sqm,location_id,listing_price,status,listed_date,Listed_date,neighborhood,city,state,avg_price_per_sqm,price_per_sqm,transaction_year,transaction_of_month,price_hold
260,127,2025-12-17,35232230,Lease,1026,Commercial in Borokiri,Commercial,0,1,106,11,36157621,Sold,2025-08-19,2025-08-19,Borokiri,Port Harcourt,Rivers,300000,332379.5283018868,2025,December,925391
261,128,2025-04-29,100609477,Rent,1012,Commercial in Rumuodara,Commercial,0,3,194,5,108592373,Sold,2024-06-01,2024-06-01,Rumuodara,Obio-Akpor,Rivers,420000,518605.55154639174,2025,April,7982896
262,128,2026-03-13,111187970,Sale,1027,Commercial in Rumuodara,Commercial,0,3,194,5,108592373,Sold,2024-06-01,2024-06-01,Rumuodara,Obio-Akpor,Rivers,420000,573133.8659793815,2026,March,-2595597
263,129,2026-08-07,618851180,Lease,1002,Land in D-Line,Land,0,0,1141,10,624419626,Available,2025-10-04,2025-10-04,D-Line,Port Harcourt,Rivers,620000,542376.1437335671,2026,August,5568446
264,129,2027-01-03,653622154,Sale,1017,Land in D-Line,Land,0,0,1141,10,624419626,Available,2025-10-04,2025-10-04,D-Line,Port Harcourt,Rivers,620000,572850.2664329535,2027,January,-29202528
265,130,2027-02-05,182938769,Sale,1011,Land in Rumuokoro,Land,0,0,455,4,189311602,Sold,2026-02-26,2026-02-26,Rumuokoro,Obio-Akpor,Rivers,450000,402063.22857142857,2027,February,6372833
266,130,2027-08-19,185897221,Sale,1019,Land in Rumuokoro,Land,0,0,455,4,189311602,Sold,2026-02-26,2026-02-26,Rumuokoro,Obio-Akpor,Rivers,450000,408565.3208791209,2027,August,3414381
267,131,2025-07-27,168444602,Lease,1003,Land in Borokiri,Land,0,0,554,11,151113324,Rented,2025-05-02,2025-05-02,Borokiri,Port Harcourt,Rivers,300000,304051.6281588448,2025,July,-17331278
268,132,2025-04-20,56335083,Lease,1010,Flat in Diobu,Residential,4,3,117,9,53409127,Rented,2024-08-31,2024-08-31,Diobu,Port Harcourt,Rivers,350000,481496.4358974359,2025,April,-2925956
269,132,2025-08-08,58845407,Lease,1026,Flat in Diobu,Residential,4,3,117,9,53409127,Rented,2024-08-31,2024-08-31,Diobu,Port Harcourt,Rivers,350000,502952.19658119656,2025,August,-5436280
270,132,2026-05-14,60350639,Sale,1023,Flat in Diobu,Residential,4,3,117,9,53409127,Rented,2024-08-31,2024-08-31,Diobu,Port Harcourt,Rivers,350000,515817.4273504274,2026,May,-6941512
271,133,2027-05-12,459626816,Sale,1022,Commercial in GRA Phase 2,Commercial,0,3,391,2,417459973,Rented,2026-06-02,2026-06-02,GRA Phase 2,Port Harcourt,Rivers,920000,1175516.1534526853,2027,May,-42166843
272,133,2027-09-08,436745257,Rent,1023,Commercial in GRA Phase 2,Commercial,0,3,391,2,417459973,Rented,2026-06-02,2026-06-02,GRA Phase 2,Port Harcourt,Rivers,920000,1116995.5421994885,2027,September,-19285284
273,133,2028-01-06,476160848,Rent,1019,Commercial in GRA Phase 2,Commercial,0,3,391,2,417459973,Rented,2026-06-02,2026-06-02,GRA Phase 2,Port Harcourt,Rivers,920000,1217802.6803069054,2028,January,-58700875
274,134,2024-04-23,446332650,Lease,1030,Land in Rumuokoro,Land,0,0,1081,4,464021713,Sold,2024-03-08,2024-03-08,Rumuokoro,Obio-Akpor,Rivers,450000,412888.6679000925,2024,April,17689063
275,134,2025-04-01,477900251,Rent,1004,Land in Rumuokoro,Land,0,0,1081,4,464021713,Sold,2024-03-08,2024-03-08,Rumuokoro,Obio-Akpor,Rivers,450000,442090.88899167435,2025,April,-13878538
276,134,2025-07-12,526511766,Sale,1008,Land in Rumuokoro,Land,0,0,1081,4,464021713,Sold,2024-03-08,2024-03-08,Rumuokoro,Obio-Akpor,Rivers,450000,487059.9130434783,2025,July,-62490053
277,135,2026-05-30,404396201,Sale,1027,Land in GRA Phase 1,Land,0,0,460,1,379243642,Available,2026-02-04,2026-02-04,GRA Phase 1,Port Harcourt,Rivers,850000,879122.1760869565,2026,May,-25152559
278,135,2027-05-22,433512571,Lease,1015,Land in GRA Phase 1,Land,0,0,460,1,379243642,Available,2026-02-04,2026-02-04,GRA Phase 1,Port Harcourt,Rivers,850000,942418.6326086957,2027,May,-54268929
279,136,2026-10-05,71496633,Lease,1009,Flat in Woji,Residential,1,1,112,7,66235514,Sold,2026-05-01,2026-05-01,Woji,Obio-Akpor,Rivers,550000,638362.7946428572,2026,October,-5261119
280,137,2025-08-17,164885532,Lease,1024,Duplex in Rumuokoro,Residential,3,3,327,4,177091775,Available,2025-07-18,2025-07-18,Rumuokoro,Obio-Akpor,Rivers,450000,504237.1009174312,2025,August,12206243
281,137,2025-12-10,203323287,Lease,1029,Duplex in Rumuokoro,Residential,3,3,327,4,177091775,Available,2025-07-18,2025-07-18,Rumuokoro,Obio-Akpor,Rivers,450000,621783.752293578,2025,December,-26231512
282,137,2026-10-15,185382098,Lease,1026,Duplex in Rumuokoro,Residential,3,3,327,4,177091775,Available,2025-07-18,2025-07-18,Rumuokoro,Obio-Akpor,Rivers,450000,566917.7308868502,2026,October,-8290323
283,138,2026-09-14,104946510,Sale,1026,Flat in Woji,Residential,3,2,160,7,109614900,Rented,2026-04-22,2026-04-22,Woji,Obio-Akpor,Rivers,550000,655915.6875,2026,September,4668390
284,138,2027-03-13,107896828,Lease,1004,Flat in Woji,Residential,3,2,160,7,109614900,Rented,2026-04-22,2026-04-22,Woji,Obio-Akpor,Rivers,550000,674355.175,2027,March,1718072
285,138,2027-07-08,129539204,Sale,1024,Flat in Woji,Residential,3,2,160,7,109614900,Rented,2026-04-22,2026-04-22,Woji,Obio-Akpor,Rivers,550000,809620.025,2027,July,-19924304
286,139,2024-05-23,70201291,Rent,1029,Flat in Old GRA,Residential,4,3,74,3,66439046,Sold,2023-11-02,2023-11-02,Old GRA,Port Harcourt,Rivers,800000,948666.0945945946,2024,May,-3762245
287,140,2025-05-29,29844011,Sale,1020,Flat in Rumuodara,Residential,1,1,67,5,26253533,Rented,2024-09-21,2024-09-21,Rumuodara,Obio-Akpor,Rivers,420000,445433.0,2025,May,-3590478
288,141,2025-05-31,292670015,Sale,1007,Duplex in D-Line,Residential,6,2,419,10,310265384,Sold,2025-04-04,2025-04-04,D-Line,Port Harcourt,Rivers,620000,698496.4558472554,2025,May,17595369
289,142,2026-04-05,71520808,Lease,1010,Commercial in Rumuokoro,Commercial,0,4,141,4,72905213,Rented,2025-06-03,2025-06-03,Rumuokoro,Obio-Akpor,Rivers,450000,507239.7730496454,2026,April,1384405
290,142,2026-05-30,73937642,Rent,1027,Commercial in Rumuokoro,Commercial,0,4,141,4,72905213,Rented,2025-06-03,2025-06-03,Rumuokoro,Obio-Akpor,Rivers,450000,524380.4397163121,2026,May,-1032429
291,142,2026-07-26,75533308,Lease,1003,Commercial in Rumuokoro,Commercial,0,4,141,4,72905213,Rented,2025-06-03,2025-06-03,Rumuokoro,Obio-Akpor,Rivers,450000,535697.219858156,2026,July,-2628095
292,143,2027-03-09,80717501,Sale,1004,Duplex in Diobu,Residential,5,2,226,9,76288960,Rented,2026-03-24,2026-03-24,Diobu,Port Harcourt,Rivers,350000,357157.08407079644,2027,March,-4428541
293,143,2027-07-04,79965600,Sale,1016,Duplex in Diobu,Residential,5,2,226,9,76288960,Rented,2026-03-24,2026-03-24,Diobu,Port Harcourt,Rivers,350000,353830.08849557524,2027,July,-3676640
294,143,2028-01-07,87805310,Lease,1016,Duplex in Diobu,Residential,5,2,226,9,76288960,Rented,2026-03-24,2026-03-24,Diobu,Port Harcourt,Rivers,350000,388519.0707964602,2028,January,-11516350
295,144,2024-09-19,795450506,Lease,1006,Land in Town,Land,0,0,1083,12,745062477,Rented,2024-07-05,2024-07-05,Town,Port Harcourt,Rivers,580000,734488.0018467221,2024,September,-50388029
296,144,2025-05-02,761565090,Lease,1002,Land in Town,Land,0,0,1083,12,745062477,Rented,2024-07-05,2024-07-05,Town,Port Harcourt,Rivers,580000,703199.5290858726,2025,May,-16502613
297,145,2026-02-01,451670644,Lease,1019,Land in Diobu,Land,0,0,1081,9,464664655,Rented,2025-08-21,2025-08-21,Diobu,Port Harcourt,Rivers,350000,417826.6827012026,2026,February,12994011
298,145,2026-04-21,430609734,Lease,1026,Land in Diobu,Land,0,0,1081,9,464664655,Rented,2025-08-21,2025-08-21,Diobu,Port Harcourt,Rivers,350000,398343.87974098057,2026,April,34054921
299,146,2025-11-04,122022187,Lease,1027,Commercial in Rumuokoro,Commercial,0,3,192,4,116508044,Rented,2025-06-11,2025-06-11,Rumuokoro,Obio-Akpor,Rivers,450000,635532.2239583334,2025,November,-5514143
300,146,2026-09-04,129650245,Lease,1019,Commercial in Rumuokoro,Commercial,0,3,192,4,116508044,Rented,2025-06-11,2025-06-11,Rumuokoro,Obio-Akpor,Rivers,450000,675261.6927083334,2026,September,-13142201
301,146,2027-06-04,127017365,Lease,1029,Commercial in Rumuokoro,Commercial,0,3,192,4,116508044,Rented,2025-06-11,2025-06-11,Rumuokoro,Obio-Akpor,Rivers,450000,661548.7760416666,2027,June,-10509321
302,147,2025-08-27,292833362,Rent,1026,Commercial in Old GRA,Commercial,0,1,340,3,278522703,Sold,2024-11-13,2024-11-13,Old GRA,Port Harcourt,Rivers,800000,861274.594117647,2025,August,-14310659
303,148,2025-08-06,498559267,Lease,1006,Land in Ada George,Land,0,0,1178,8,526092402,Rented,2025-04-23,2025-04-23,Ada George,Obio-Akpor,Rivers,480000,423225.1842105263,2025,August,27533135
304,148,2025-11-29,646704575,Sale,1005,Land in Ada George,Land,0,0,1178,8,526092402,Rented,2025-04-23,2025-04-23,Ada George,Obio-Akpor,Rivers,480000,548985.2079796265,2025,November,-120612173
305,148,2026-02-07,638593382,Lease,1007,Land in Ada George,Land,0,0,1178,8,526092402,Rented,2025-04-23,2025-04-23,Ada George,Obio-Akpor,Rivers,480000,542099.6451612903,2026,February,-112500980
306,149,2026-05-16,309868486,Lease,1011,Commercial in Ada George,Commercial,0,3,439,8,278697591,Available,2026-01-31,2026-01-31,Ada George,Obio-Akpor,Rivers,480000,705850.7653758542,2026,May,-31170895
307,149,2026-07-19,280601956,Rent,1013,Commercial in Ada George,Commercial,0,3,439,8,278697591,Available,2026-01-31,2026-01-31,Ada George,Obio-Akpor,Rivers,480000,639184.410022779,2026,July,-1904365
308,149,2027-01-06,321231518,Sale,1026,Commercial in Ada George,Commercial,0,3,439,8,278697591,Available,2026-01-31,2026-01-31,Ada George,Obio-Akpor,Rivers,480000,731734.6651480638,2027,January,-42533927
309,150,2024-06-18,117689360,Sale,1014,Commercial in Rumuodara,Commercial,0,1,261,5,107010981,Sold,2023-08-26,2023-08-26,Rumuodara,Obio-Akpor,Rivers,420000,450917.08812260535,2024,June,-10678379
310,150,2025-05-04,112352003,Sale,1030,Commercial in Rumuodara,Commercial,0,1,261,5,107010981,Sold,2023-08-26,2023-08-26,Rumuodara,Obio-Akpor,Rivers,420000,430467.44444444444,2025,May,-5341022
311,150,2025-07-24,116090203,Rent,1029,Commercial in Rumuodara,Commercial,0,1,261,5,107010981,Sold,2023-08-26,2023-08-26,Rumuodara,Obio-Akpor,Rivers,420000,444790.04980842915,2025,July,-9079222
312,151,2026-01-16,693067241,Lease,1019,Land in Woji,Land,0,0,973,7,687498504,Sold,2025-08-04,2025-08-04,Woji,Obio-Akpor,Rivers,550000,712299.322713258,2026,January,-5568737
313,151,2026-03-06,686708009,Lease,1005,Land in Woji,Land,0,0,973,7,687498504,Sold,2025-08-04,2025-08-04,Woji,Obio-Akpor,Rivers,550000,705763.6269270298,2026,March,790495
314,152,2026-06-09,430903384,Lease,1023,Land in GRA Phase 1,Land,0,0,492,1,463875676,Rented,2025-10-17,2025-10-17,GRA Phase 1,Port Harcourt,Rivers,850000,875819.8861788618,2026,June,32972292
315,152,2027-03-09,526983753,Lease,1001,Land in GRA Phase 1,Land,0,0,492,1,463875676,Rented,2025-10-17,2025-10-17,GRA Phase 1,Port Harcourt,Rivers,850000,1071105.1890243902,2027,March,-63108077
316,152,2027-09-10,468034524,Lease,1028,Land in GRA Phase 1,Land,0,0,492,1,463875676,Rented,2025-10-17,2025-10-17,GRA Phase 1,Port Harcourt,Rivers,850000,951289.6829268293,2027,September,-4158848
317,153,2024-02-19,104934534,Rent,1015,Commercial in Woji,Commercial,0,1,204,7,110351854,Sold,2023-09-26,2023-09-26,Woji,Obio-Akpor,Rivers,550000,514384.9705882353,2024,February,5417320
318,154,2026-11-14,45692739,Rent,1021,Commercial in Borokiri,Commercial,0,4,162,11,42011527,Available,2026-05-31,2026-05-31,Borokiri,Port Harcourt,Rivers,300000,282053.94444444444,2026,November,-3681212
319,154,2027-07-28,40242670,Lease,1024,Commercial in Borokiri,Commercial,0,4,162,11,42011527,Available,2026-05-31,2026-05-31,Borokiri,Port Harcourt,Rivers,300000,248411.54320987655,2027,July,1768857
320,155,2025-11-22,113630793,Rent,1026,Flat in GRA Phase 2,Residential,3,2,130,2,102477732,Available,2025-04-15,2025-04-15,GRA Phase 2,Port Harcourt,Rivers,920000,874083.0230769231,2025,November,-11153061
321,155,2026-05-30,110548554,Lease,1005,Flat in GRA Phase 2,Residential,3,2,130,2,102477732,Available,2025-04-15,2025-04-15,GRA Phase 2,Port Harcourt,Rivers,920000,850373.4923076923,2026,May,-8070822
322,155,2027-03-24,121182289,Sale,1006,Flat in GRA Phase 2,Residential,3,2,130,2,102477732,Available,2025-04-15,2025-04-15,GRA Phase 2,Port Harcourt,Rivers,920000,932171.4538461538,2027,March,-18704557
323,156,2024-01-10,64653915,Lease,1002,Flat in Rumuodara,Residential,1,1,119,5,66150047,Sold,2023-11-12,2023-11-12,Rumuodara,Obio-Akpor,Rivers,420000,543310.2100840337,2024,January,1496132
324,157,2024-09-22,236255360,Lease,1017,Duplex in Rumuodara,Residential,5,5,427,5,240337536,Sold,2024-05-14,2024-05-14,Rumuodara,Obio-Akpor,Rivers,420000,553291.2412177986,2024,September,4082176
325,157,2024-12-24,263860401,Sale,1012,Duplex in Rumuodara,Residential,5,5,427,5,240337536,Sold,2024-05-14,2024-05-14,Rumuodara,Obio-Akpor,Rivers,420000,617940.0491803279,2024,December,-23522865
326,157,2025-09-08,242275068,Lease,1019,Duplex in Rumuodara,Residential,5,5,427,5,240337536,Sold,2024-05-14,2024-05-14,Rumuodara,Obio-Akpor,Rivers,420000,567388.9180327869,2025,September,-1937532
327,158,2026-02-27,71064180,Lease,1024,Flat in Town,Residential,4,3,84,12,63868708,Rented,2025-11-06,2025-11-06,Town,Port Harcourt,Rivers,580000,846002.1428571428,2026,February,-7195472
328,158,2026-05-14,66917951,Lease,1002,Flat in Town,Residential,4,3,84,12,63868708,Rented,2025-11-06,2025-11-06,Town,Port Harcourt,Rivers,580000,796642.2738095238,2026,May,-3049243
329,159,2025-09-15,120713093,Rent,1008,Flat in GRA Phase 2,Residential,1,1,95,2,108055903,Sold,2025-04-29,2025-04-29,GRA Phase 2,Port Harcourt,Rivers,920000,1270664.1368421053,2025,September,-12657190
330,159,2026-03-01,121127645,Rent,1001,Flat in GRA Phase 2,Residential,1,1,95,2,108055903,Sold,2025-04-29,2025-04-29,GRA Phase 2,Port Harcourt,Rivers,920000,1275027.8421052631,2026,March,-13071742
331,159,2026-04-04,124249113,Sale,1021,Flat in GRA Phase 2,Residential,1,1,95,2,108055903,Sold,2025-04-29,2025-04-29,GRA Phase 2,Port Harcourt,Rivers,920000,1307885.4,2026,April,-16193210
332,160,2026-08-24,185388802,Lease,1023,Duplex in Rumuokoro,Residential,3,4,332,4,189549451,Rented,2026-04-02,2026-04-02,Rumuokoro,Obio-Akpor,Rivers,450000,558400.0060240964,2026,August,4160649
333,161,2025-05-26,317511523,Lease,1028,Commercial in GRA Phase 1,Commercial,0,2,328,1,312058132,Sold,2024-12-07,2024-12-07,GRA Phase 1,Port Harcourt,Rivers,850000,968022.9359756098,2025,May,-5453391
334,161,2025-11-01,307257326,Lease,1022,Commercial in GRA Phase 1,Commercial,0,2,328,1,312058132,Sold,2024-12-07,2024-12-07,GRA Phase 1,Port Harcourt,Rivers,850000,936760.1402439025,2025,November,4800806
335,161,2026-10-16,330561462,Sale,1001,Commercial in GRA Phase 1,Commercial,0,2,328,1,312058132,Sold,2024-12-07,2024-12-07,GRA Phase 1,Port Harcourt,Rivers,850000,1007809.3353658536,2026,October,-18503330
336,162,2024-12-11,106756032,Rent,1020,Commercial in Borokiri,Commercial,0,4,264,11,101756226,Rented,2024-05-04,2024-05-04,Borokiri,Port Harcourt,Rivers,300000,404378.9090909091,2024,December,-4999806
337,162,2025-03-06,105757500,Lease,1009,Commercial in Borokiri,Commercial,0,4,264,11,101756226,Rented,2024-05-04,2024-05-04,Borokiri,Port Harcourt,Rivers,300000,400596.5909090909,2025,March,-4001274
338,162,2025-08-24,104982380,Rent,1029,Commercial in Borokiri,Commercial,0,4,264,11,101756226,Rented,2024-05-04,2024-05-04,Borokiri,Port Harcourt,Rivers,300000,397660.5303030303,2025,August,-3226154
339,163,2025-01-27,501374606,Sale,1029,Commercial in GRA Phase 2,Commercial,0,2,497,2,482565402,Rented,2024-10-13,2024-10-13,GRA Phase 2,Port Harcourt,Rivers,920000,1008802.0241448692,2025,January,-18809204
340,164,2024-07-01,342354280,Rent,1005,Commercial in Old GRA,Commercial,0,4,297,3,319383583,Sold,2023-11-08,2023-11-08,Old GRA,Port Harcourt,Rivers,800000,1152708.0134680134,2024,July,-22970697
341,164,2025-07-01,347590602,Lease,1009,Commercial in Old GRA,Commercial,0,4,297,3,319383583,Sold,2023-11-08,2023-11-08,Old GRA,Port Harcourt,Rivers,800000,1170338.7272727273,2025,July,-28207019
342,164,2026-02-23,363134220,Sale,1019,Commercial in Old GRA,Commercial,0,4,297,3,319383583,Sold,2023-11-08,2023-11-08,Old GRA,Port Harcourt,Rivers,800000,1222674.1414141415,2026,February,-43750637
343,165,2026-08-28,259536885,Rent,1008,Land in Woji,Land,0,0,429,7,259815298,Sold,2026-04-23,2026-04-23,Woji,Obio-Akpor,Rivers,550000,604981.0839160839,2026,August,278413
344,165,2027-08-19,299839041,Rent,1012,Land in Woji,Land,0,0,429,7,259815298,Sold,2026-04-23,2026-04-23,Woji,Obio-Akpor,Rivers,550000,698925.5034965035,2027,August,-40023743
345,165,2027-12-14,312653858,Rent,1006,Land in Woji,Land,0,0,429,7,259815298,Sold,2026-04-23,2026-04-23,Woji,Obio-Akpor,Rivers,550000,728796.8717948718,2027,December,-52838560
346,166,2023-10-27,746165729,Rent,1026,Land in Rumuokoro,Land,0,0,1195,4,684297474,Rented,2023-07-24,2023-07-24,Rumuokoro,Obio-Akpor,Rivers,450000,624406.4677824267,2023,October,-61868255
347,166,2024-02-27,806542239,Lease,1021,Land in Rumuokoro,Land,0,0,1195,4,684297474,Rented,2023-07-24,2023-07-24,Rumuokoro,Obio-Akpor,Rivers,450000,674930.7439330544,2024,February,-122244765
348,167,2024-04-05,401098488,Lease,1014,Commercial in GRA Phase 1,Commercial,0,1,469,1,367586278,Available,2023-11-13,2023-11-13,GRA Phase 1,Port Harcourt,Rivers,850000,855220.6567164179,2024,April,-33512210
349,167,2024-10-21,391339219,Rent,1010,Commercial in GRA Phase 1,Commercial,0,1,469,1,367586278,Available,2023-11-13,2023-11-13,GRA Phase 1,Port Harcourt,Rivers,850000,834411.9808102346,2024,October,-23752941
350,168,2025-12-20,183315427,Rent,1019,Commercial in D-Line,Commercial,0,3,273,10,196617443,Rented,2025-03-25,2025-03-25,D-Line,Port Harcourt,Rivers,620000,671485.0805860806,2025,December,13302016
351,169,2026-03-04,586919949,Sale,1017,Land in Ada George,Land,0,0,1172,8,570594928,Sold,2025-12-28,2025-12-28,Ada George,Obio-Akpor,Rivers,480000,500784.93941979524,2026,March,-16325021
352,169,2026-10-15,589714865,Lease,1002,Land in Ada George,Land,0,0,1172,8,570594928,Sold,2025-12-28,2025-12-28,Ada George,Obio-Akpor,Rivers,480000,503169.6800341297,2026,October,-19119937
353,169,2027-01-30,574754261,Sale,1011,Land in Ada George,Land,0,0,1172,8,570594928,Sold,2025-12-28,2025-12-28,Ada George,Obio-Akpor,Rivers,480000,490404.659556314,2027,January,-4159333
354,170,2025-05-02,168470184,Rent,1006,Duplex in GRA Phase 1,Residential,6,2,215,1,176789630,Available,2024-08-11,2024-08-11,GRA Phase 1,Port Harcourt,Rivers,850000,783582.2511627907,2025,May,8319446
355,170,2026-02-05,186371015,Sale,1011,Duplex in GRA Phase 1,Residential,6,2,215,1,176789630,Available,2024-08-11,2024-08-11,GRA Phase 1,Port Harcourt,Rivers,850000,866841.9302325582,2026,February,-9581385
356,170,2026-03-09,199829118,Sale,1025,Duplex in GRA Phase 1,Residential,6,2,215,1,176789630,Available,2024-08-11,2024-08-11,GRA Phase 1,Port Harcourt,Rivers,850000,929437.7581395349,2026,March,-23039488
357,171,2023-11-13,514412546,Sale,1005,Land in Rumuola,Land,0,0,744,6,498170817,Sold,2023-07-25,2023-07-25,Rumuola,Obio-Akpor,Rivers,500000,691414.7123655914,2023,November,-16241729
358,171,2024-11-01,528554230,Lease,1016,Land in Rumuola,Land,0,0,744,6,498170817,Sold,2023-07-25,2023-07-25,Rumuola,Obio-Akpor,Rivers,500000,710422.3521505377,2024,November,-30383413
359,171,2024-12-20,550926455,Rent,1012,Land in Rumuola,Land,0,0,744,6,498170817,Sold,2023-07-25,2023-07-25,Rumuola,Obio-Akpor,Rivers,500000,740492.5470430107,2024,December,-52755638
360,172,2025-08-23,90403056,Rent,1001,Flat in D-Line,Residential,3,2,175,10,93795388,Available,2024-10-26,2024-10-26,D-Line,Port Harcourt,Rivers,620000,516588.8914285714,2025,August,3392332
361,172,2026-01-27,95063204,Lease,1010,Flat in D-Line,Residential,3,2,175,10,93795388,Available,2024-10-26,2024-10-26,D-Line,Port Harcourt,Rivers,620000,543218.3085714285,2026,January,-1267816
362,173,2026-10-06,311648602,Sale,1003,Duplex in Old GRA,Residential,5,4,400,3,295291167,Sold,2025-12-23,2025-12-23,Old GRA,Port Harcourt,Rivers,800000,779121.505,2026,October,-16357435
363,173,2027-04-06,357051062,Lease,1024,Duplex in Old GRA,Residential,5,4,400,3,295291167,Sold,2025-12-23,2025-12-23,Old GRA,Port Harcourt,Rivers,800000,892627.655,2027,April,-61759895
364,174,2025-09-12,26032198,Rent,1005,Flat in Diobu,Residential,2,1,82,9,25528195,Rented,2025-02-22,2025-02-22,Diobu,Port Harcourt,Rivers,350000,317465.8292682927,2025,September,-504003
365,174,2026-06-19,25960603,Sale,1006,Flat in Diobu,Residential,2,1,82,9,25528195,Rented,2025-02-22,2025-02-22,Diobu,Port Harcourt,Rivers,350000,316592.7195121951,2026,June,-432408
366,174,2027-02-10,25725597,Sale,1024,Flat in Diobu,Residential,2,1,82,9,25528195,Rented,2025-02-22,2025-02-22,Diobu,Port Harcourt,Rivers,350000,313726.7926829268,2027,February,-197402
367,175,2024-05-31,95442639,Sale,1004,Flat in Rumuokoro,Residential,4,3,176,4,90413022,Sold,2024-04-20,2024-04-20,Rumuokoro,Obio-Akpor,Rivers,450000,542287.7215909091,2024,May,-5029617
368,176,2025-09-28,101053906,Rent,1009,Duplex in Rumuodara,Residential,6,4,184,5,100421825,Sold,2025-08-10,2025-08-10,Rumuodara,Obio-Akpor,Rivers,420000,549206.0108695652,2025,September,-632081
369,176,2026-09-12,98852065,Sale,1022,Duplex in Rumuodara,Residential,6,4,184,5,100421825,Sold,2025-08-10,2025-08-10,Rumuodara,Obio-Akpor,Rivers,420000,537239.4836956522,2026,September,1569760
370,176,2026-10-22,97935233,Sale,1014,Duplex in Rumuodara,Residential,6,4,184,5,100421825,Sold,2025-08-10,2025-08-10,Rumuodara,Obio-Akpor,Rivers,420000,532256.7010869565,2026,October,2486592
371,177,2027-02-22,127558021,Rent,1005,Flat in GRA Phase 1,Residential,1,1,116,1,130410116,Sold,2026-04-18,2026-04-18,GRA Phase 1,Port Harcourt,Rivers,850000,1099638.1120689656,2027,February,2852095
372,178,2025-01-29,195398295,Lease,1022,Commercial in Rumuola,Commercial,0,3,333,6,211896551,Sold,2024-02-12,2024-02-12,Rumuola,Obio-Akpor,Rivers,500000,586781.6666666666,2025,January,16498256
373,178,2025-11-21,206041854,Rent,1023,Commercial in Rumuola,Commercial,0,3,333,6,211896551,Sold,2024-02-12,2024-02-12,Rumuola,Obio-Akpor,Rivers,500000,618744.3063063063,2025,November,5854697
374,178,2026-02-12,216332345,Rent,1004,Commercial in Rumuola,Commercial,0,3,333,6,211896551,Sold,2024-02-12,2024-02-12,Rumuola,Obio-Akpor,Rivers,500000,649646.6816816817,2026,February,-4435794
375,179,2025-10-16,137701677,Sale,1025,Commercial in D-Line,Commercial,0,1,221,10,142594268,Rented,2025-01-05,2025-01-05,D-Line,Port Harcourt,Rivers,620000,623084.5113122172,2025,October,4892591
376,180,2026-07-16,170100650,Lease,1010,Duplex in Rumuokoro,Residential,5,2,382,4,169706588,Rented,2026-03-05,2026-03-05,Rumuokoro,Obio-Akpor,Rivers,450000,445289.6596858639,2026,July,-394062
377,180,2027-05-22,174808573,Sale,1023,Duplex in Rumuokoro,Residential,5,2,382,4,169706588,Rented,2026-03-05,2026-03-05,Rumuokoro,Obio-Akpor,Rivers,450000,457614.06544502615,2027,May,-5101985
378,180,2027-12-07,176697742,Sale,1022,Duplex in Rumuokoro,Residential,5,2,382,4,169706588,Rented,2026-03-05,2026-03-05,Rumuokoro,Obio-Akpor,Rivers,450000,462559.5340314136,2027,December,-6991154
379,181,2025-06-28,1026691457,Sale,1003,Land in GRA Phase 1,Land,0,0,920,1,956062312,Available,2024-08-09,2024-08-09,GRA Phase 1,Port Harcourt,Rivers,850000,1115968.975,2025,June,-70629145
380,182,2023-12-28,185887153,Rent,1008,Duplex in Rumuokoro,Residential,4,3,308,4,164779076,Rented,2023-10-08,2023-10-08,Rumuokoro,Obio-Akpor,Rivers,450000,603529.7175324676,2023,December,-21108077
381,183,2025-03-08,1043947830,Sale,1027,Land in GRA Phase 2,Land,0,0,942,2,1016716312,Sold,2024-09-24,2024-09-24,GRA Phase 2,Port Harcourt,Rivers,920000,1108224.872611465,2025,March,-27231518
382,183,2025-04-27,1131802371,Lease,1026,Land in GRA Phase 2,Land,0,0,942,2,1016716312,Sold,2024-09-24,2024-09-24,GRA Phase 2,Port Harcourt,Rivers,920000,1201488.7165605095,2025,April,-115086059
383,184,2023-12-25,738095978,Sale,1001,Land in GRA Phase 1,Land,0,0,893,1,783666459,Available,2023-09-27,2023-09-27,GRA Phase 1,Port Harcourt,Rivers,850000,826535.2497200448,2023,December,45570481
384,184,2024-12-20,800718024,Lease,1029,Land in GRA Phase 1,Land,0,0,893,1,783666459,Available,2023-09-27,2023-09-27,GRA Phase 1,Port Harcourt,Rivers,850000,896660.7211646136,2024,December,-17051565
385,185,2026-06-25,177852990,Sale,1012,Duplex in D-Line,Residential,5,5,269,10,158507277,Sold,2026-01-09,2026-01-09,D-Line,Port Harcourt,Rivers,620000,661163.531598513,2026,June,-19345713
386,185,2026-10-26,159199657,Lease,1015,Duplex in D-Line,Residential,5,5,269,10,158507277,Sold,2026-01-09,2026-01-09,D-Line,Port Harcourt,Rivers,620000,591820.2862453532,2026,October,-692380
387,185,2027-06-10,182796512,Lease,1026,Duplex in D-Line,Residential,5,5,269,10,158507277,Sold,2026-01-09,2026-01-09,D-Line,Port Harcourt,Rivers,620000,679540.936802974,2027,June,-24289235
388,186,2024-11-22,189005792,Rent,1002,Duplex in Diobu,Residential,4,4,426,9,198853482,Rented,2024-08-27,2024-08-27,Diobu,Port Harcourt,Rivers,350000,443675.56807511736,2024,November,9847690
